distribution_identifier,indice_tiempo,frec_temporal,alcance_tipo,alcance_id,alcance_nombre,pobl_proy,tasa_mort_gral,tasa_nat,tasa_mort_mat,tasa_mort_inf,alum_comun_inic,alum_comun_pri,alum_comun_sec_bas,alum_comun_sec_or,alum_comun_sup_nouniv,alum_comun_tot,dep_priv_monlocyext,dep_publ_monlocyext,prest_priv_monlocyext,prest_publ_monlocyext,rt_origenprov,recursos_ctes,gasto_tot,resultado_financiero,pbg_base1993_constantes,pbg_base1993_corrientes,pbg_base2004_constantes,pbg_base2004_corrientes,empleo_tot,empleo_sector_a,empleo_sector_b,empleo_sector_ab,empleo_sector_c,empleo_sector_d,empleo_sector_e,empleo_sector_f,empleo_sector_g,empleo_sector_h,empleo_sector_i,empleo_sector_j,empleo_sector_k,empleo_sector_m,empleo_sector_n,empleo_sector_o,empleo_sector_serv,expo_fob_102A,expo_fob_102B,expo_fob_104B,expo_fob_104C,expo_fob_105A,expo_fob_105B,expo_fob_105C,expo_fob_106A,expo_fob_106B,expo_fob_106ZF,expo_fob_107A,expo_fob_108A,expo_fob_111,expo_fob_111A,expo_fob_111BA,expo_fob_111Z,expo_fob_201AA,expo_fob_201AE,expo_fob_206A,expo_fob_208AA,expo_fob_210A,expo_fob_210D,expo_fob_211A,expo_fob_212AE,expo_fob_213A,expo_fob_214B,expo_fob_299,expo_fob_302A,expo_fob_302B,expo_fob_302C,expo_fob_302F,expo_fob_302J,expo_fob_306A,expo_fob_306C,expo_fob_310A,expo_fob_311AZ,expo_fob_311C,expo_fob_312AL,expo_fob_312B,expo_fob_313BB,expo_fob_314A,expo_fob_314B,expo_fob_399Z,expo_fob_401,expo_fob_402A,expo_fob_402Z,expo_fob_404A,expo_fob_499
99.1,2004-12-31,anual,PROVINCIA,66,SALTA,,5.2,23.9,4.4,15.4,,,,,,,,,,,,,,,3147402.397,5933492.172,,,71913,,,14998,1424.25,10585.75,406.75,6227.25,10154.75,,,,,,,,28116.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,66,SALTA,,5.2,22.5,5.7,14.3,,,,,,,,,,,339.7597041,1773.45726,1817.321794,42.45841157,3323455.78,7158631.629,,,81411,,,16269.5,1599.25,11320.25,435,9516,11454,,,,,,,,30817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,66,SALTA,,5,21,4,14.9,,,,,,,,,,,434.3753021,2216.769156,2229.75371,125.5332326,3561271.397,9606960.334,,,87486,,,16686,1675.75,12194.75,446.5,10374.75,12677.25,,,,,,,,33431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,66,SALTA,,5.3,20.6,7.3,15.4,,,,,,,,,,,614.721,3024.642681,3123.680677,138.5258051,3771727.877,11225041.36,,,95711.75,,,17488,1752,12942.75,450.25,11965.5,14318.75,,,,,,,,36794.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,66,SALTA,,5.4,21.4,6.1,14.4,37807,175567,84640,48963,26413,373390,,,,,709.256,3821.778373,3752.912029,246.7890431,3953528.696,14596158.71,,,102235.75,,,19478.75,1891.75,13578.75,476.75,11179.25,15679,,,,,,,,39951.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,66,SALTA,,5.5,21,8.4,14,38066,175570,86595,49755,25200,375186,,,,,766.3012618,4431.673675,4792.741972,101.73488,3932092.521,17151036.11,,,105475.5,,,20577,1754.5,13032.75,941.5,11939,16603.75,,,,,,,,40627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,66,SALTA,1239111,5.6,21.9,5.8,12.8,41276,173669,86113,52961,26477,380496,,,,,992.15907,5838.818795,5723.95556,695.9162569,4023335.732,20114723.99,,,109812.5,,,21757.75,1892.25,13925,1088.25,11771.5,17540.75,,,,,,,,41837,,,,197455703.5,,,26254199.13,17585543.46,48759891.95,,157566344.8,124189620.3,,,,,1852543.63,,,,,8101961.53,18122348.85,,,39105028.73,575367.71,56863044.88,,,12607428.71,2412615.77,1466,,61567.19,11914.64,,469885.24,35428.1,,,,146154.23,,158337436.5,809787.66,36573706.73,
99.1,2011-12-31,anual,PROVINCIA,66,SALTA,1258111,5.4,21.7,3.9,14,41842,172172,86616,56909,27401,384940,,,,,1397.14294,7646.795819,7838.13433,292.7933588,4294316.096,25870993.82,,,115910.75,,,22125.25,2139.25,15893,1126.25,11911.25,18875.5,,,,,,,,43840.25,,,,258755775.2,,,15766608.81,37160277.02,138028801.4,,190871338.5,175576810.4,,,,,3383795.78,,,,,11499682.01,13803444.13,,,41906352.76,407178.14,57420650.26,,,24707335.57,3082702.14,75008.46,,10,22346.43,903.7,366321.88,23000,,,,438327.69,,173079238.2,308423.52,59965104.13,
99.1,2012-12-31,anual,PROVINCIA,66,SALTA,1277062,5.5,20.2,4.5,12.9,42845,169188,88753,55980,32020,388786,,,,,1686.36317,9521.830882,10110.0325,40.50311954,4418615.745,30612519.69,,,114296.5,,,20157.5,1960.5,16421.25,1189,11401.75,19394,,,,,,,,43772.5,,,,265966397.1,,,13430507.34,48116904.53,180088089.9,,53299863.24,167062520.4,,,,,4018235.06,,,,,15741115.43,10282970.35,,,30552256.72,82387.31,53351234.44,,,25607653.64,,34291.94,,,27809.34,,270145.94,,,,,159934.27,,184791850.5,62489353.45,66761393.15,
99.1,2013-12-31,anual,PROVINCIA,66,SALTA,1295944,5.8,21.1,5.1,14.1,44086,164770,88721,56986,35665,390228,,,,,2241.00474,12369.93356,13299.52992,11.51229891,4438081.308,,,,114677.75,,,19581,1816.75,16044.75,1608.5,11189.5,19817.25,,,,,,,,44620,,,,88299065.79,,,14267096.14,12482360.32,,,22087207.29,157009267.8,,,,,544736.55,,,,,12474788.88,10545907.37,,,32546718.44,323617.4,51402856.69,,,20931110.91,,51849.9,,,19290.27,,652322.85,200,,,,7227.45,,227290291,116185515,63982760.35,
99.1,2014-12-31,anual,PROVINCIA,66,SALTA,1314726,5.7,21.6,8.1,12.8,46308,162365,89539,58343,42408,398963,,,,,3210.76,17231.53526,18091.50684,364.7575154,4685270.695,,,,120007,,,23446.75,1695.75,16241.5,1778.25,10944.75,20429.25,,,,,,,,45470.75,,,,200844384.6,,,15547201.65,,101878253.8,,61552392.95,136998777.7,,,,,375451.61,,,,,7843215.38,8787753.06,,,36805611.28,438039.43,61157679.9,,,4193845.95,,46088.95,,28262.86,18291.98,55933.46,148452.15,4575,,,,13389.87,,212078759.2,111321086.4,42493787.22,
99.1,2015-12-31,anual,PROVINCIA,66,SALTA,1333365,5.7,21.3,8.1,11.8,48784,159659,90848,59473,42847,401611,,,,,4360.75,23378.21786,26373.34294,-1340.159036,,,,,123897.5,,,22943.25,1609,17071.5,1780,11818.25,21144,,,,,,,,47531.5,,,,187779926.7,,,17054019.77,,125191282.1,,80270776.86,127151125.7,,,,,249339.68,,,,,19802390.37,22575598.04,,,31354233.94,333491.95,49737898.46,,,25512099.96,,55378.27,,178687.29,9755.27,,2420077.39,370660.13,,,,35544.87,,32990888.05,364700.23,16147423.84,
99.1,2016-12-31,anual,PROVINCIA,66,SALTA,1351878,,,,,,,,,,,,,,,5961.823321,30223.24515,35805.12158,-2420.072666,,,,,121454.5,,,21844.5,1449.75,16504,1824.75,10894,21752,,,,,,,,47185.5,,,,259199763.8,,,28824843.5,21666771.43,174186053.5,,47876846.76,279243187.3,,,,,3004262.74,,,,,20377996.14,17077273.5,,,27139761.61,293721.5,53587438.88,,,22844538.3,,197.02,,,7810.46,,132140.15,81.2,,,,43688.54,,6489295.34,617511.8,10546709.95,
99.1,2017-12-31,anual,PROVINCIA,66,SALTA,1370283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19987.7,,,226388160.5,,,22442612.58,27397521.91,161557850.4,,40438914.34,151588209.4,,,,,4387726.6,80975,,,,16110192.08,18770574.04,,,29539250.63,297206.74,47627297.58,,,18519071.05,,51044.94,,35537.09,10786.72,,233452.68,5531.31,,,,23341.79,,26790984.59,3034644.26,6331954.58,
99.1,2018-12-31,anual,PROVINCIA,66,SALTA,1388532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1993-12-31,anual,PROVINCIA,70,SAN JUAN,,,,,,,,,,,,,,,,,,,,2288748,2288748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1994-12-31,anual,PROVINCIA,70,SAN JUAN,,,,,,,,,,,,,,,,,,,,2413086,2387996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1995-12-31,anual,PROVINCIA,70,SAN JUAN,,,,,,,,,,,,,,,,,,,,2313108,2255565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,70,SAN JUAN,,6.9,22.6,5.5,21.6,,,,,,,,,,,,,,,2243088,2174593,,,39588,,,6568.25,616,10667.5,372.75,3357.25,6444.75,,,,,,,,11561.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,70,SAN JUAN,,6.6,23.8,11.1,21.5,,,,,,,,,,,,,,,2434698,2423845,,,43313,,,7331.25,646,10849,358.5,4786.75,6701.25,,,,,,,,12640.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,70,SAN JUAN,,7.1,22.4,8.6,21.7,,,,,,,,,,,,,,,2709830,2647012,,,49258.75,,,8497.25,660.25,12230.75,413.25,5776.25,7616.25,,,,,,,,14064.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,70,SAN JUAN,,7.2,22.3,9.4,20.7,,,,,,,,,,,,,,,2618322,2573778,,,51815.5,,,9265,670,12890.25,406.25,4955.5,8637.75,,,,,,,,14990.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,70,SAN JUAN,,6.9,22.7,9.9,19.4,,,,,,,,,,,,,,,2546676,2428538,,,50615.5,,,9405,923.75,11406,406,3966.5,8846,,,,,,,,15662.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,70,SAN JUAN,,7.1,23.7,8.7,18.8,,,,,,,,,,,,,,,2437152,2333472,,,49411.25,,,8876.25,748,10595.5,381,4454.75,8787.25,,,,,,,,15568.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,70,SAN JUAN,,7.6,22.3,6.1,20.2,,,,,,,,,,,,,,,2223948,2457283,,,42985.75,,,8434.75,641.5,9638,361,2213.75,7556.5,,,,,,,,14140.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,70,SAN JUAN,,7,22.2,4.9,19.6,,,,,,,,,,,,,,,2404008,2969421,,,44707,,,8641.5,698.5,9957.25,358.5,2522,7614,,,,,,,,14915.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,70,SAN JUAN,,6.5,22.5,4.7,16.4,,,,,,,,,,,,,,,2676104,3876048,,,52010.5,,,9266.25,1079,11230.75,362.25,4710.25,8428.25,,,,,,,,16933.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,70,SAN JUAN,,6.5,21.4,3.5,16.7,,,,,,,,,,,183.4793753,1375.594336,1294.194257,204.2200218,3055597,4697897,,,58323.75,,,10042.75,1484.25,12046.25,356.25,6433,9357.25,,,,,,,,18604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,70,SAN JUAN,,6.4,20.7,6.4,14,,,,,,,,,,,229.9213789,1767.573827,1942.285141,122.8626566,3399034,6155104,,,65304.5,,,10625.5,1848.75,13029.75,349.5,8316.5,10493.75,,,,,,,,20640.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,70,SAN JUAN,,6.6,20.8,7,13.2,,,,,,,,,,,307.410486,2325.879661,2472.749792,227.3008354,3778349,7563679,,,71075.25,,,10624.75,2137,14189.75,361.25,8973.25,11843.25,,,,,,,,22946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,70,SAN JUAN,,6.4,20.7,0.7,14.4,20792,88459,37794,20998,5849,173892,,,,,394.45182,2923.620476,3310.512983,96.90286174,4138607,9284715,,,75770.75,,,10722.75,2365.25,15209,355.25,9825.25,12712.75,,,,,,,,24580.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,70,SAN JUAN,,6.3,20.6,6.2,11,22335,89346,38824,21577,6923,179005,,,,,449.333,3234.622988,3551.90992,101.5003921,,,,,75442.75,,,10434.75,2497.25,14846,343,9262.75,13059.75,,,,,,,,24999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,70,SAN JUAN,696076,6.5,19.8,4.2,11,23426,89433,39587,22165,6099,180710,,,,,619.1627,4768.301717,4150.23721,1192.021182,,,,,78037.25,,,10150.5,2919.75,15326.5,341.75,8851.25,13351.5,,,,,,,,27096,,,39749671.3,1080,,,,,,,,,,,,,,,,,6018251.77,56224471.65,56434721.1,,,,6680847.9,19211785.76,,28509556.06,10064773.05,5267812.81,17555.84,,1603923278,18038080.39,2790.08,1245639.99,3204239.44,,,,20077209.52,,,,,
99.1,2011-12-31,anual,PROVINCIA,70,SAN JUAN,704652,6.5,19.9,4.2,9.9,23652,91054,39793,22782,7438,184719,,,,,880.49,6260.689785,5416.280961,1423.88088,,,,,87046.5,,,10565.5,3330.25,16009.75,357.75,12530.75,13945.75,,,,,,,,30306.75,,,42331074.8,,,,,,,,,,,,,,,,,,9317812.81,98879739.96,72554417.45,,,,8608765.89,39795970.2,,44608986.43,7870609.19,6372809.85,24388.55,,1842139607,15933532.69,1945.57,942369.73,4121132,,,,23055501.88,,,,,
99.1,2012-12-31,anual,PROVINCIA,70,SAN JUAN,713240,6.2,19.6,2.1,9.9,24565,90759,40219,22615,8266,186424,,,,,1168.2713,8071.377444,7000.309912,1685.07978,,,,,92709.5,,,9747.5,3798.75,16450.5,363,15990.75,14229.5,,,,,,,,32129.5,,,26182519.38,,,,,,,,,,,,,1667.7,,,,,8392774.95,101488533,81229023.8,,,,1456196.42,29855761.14,347.63,58047657.43,10656220.07,,122511.99,,1701940153,3821830.5,1456.56,1629652.24,3367825.57,,,,32395113.19,,,,,
99.1,2013-12-31,anual,PROVINCIA,70,SAN JUAN,721830,6.7,20.6,5.4,12.3,24472,91304,41829,22689,8146,188440,,,,,1650.238152,10701.74372,9963.683411,1543.871091,,,,,95816.5,,,9800.25,3890.75,16057.5,353.5,17621.5,14201.5,,,,,,,,33891.5,,,27806599.7,,,,,,,,,,,,,,,,,,13150984.43,90047413.41,85765157.09,,,,1366463.74,16889185.97,21651.24,64800058.05,6221651.57,,195429.45,,1300368106,10844442,2676.87,796744.05,2910232.41,,,,34138169.18,,,,,
99.1,2014-12-31,anual,PROVINCIA,70,SAN JUAN,730408,6.5,21.3,5.8,11.1,25105,91058,43512,23153,8773,191601,,,,,2050.6745,14817.98594,13801.96175,2227.811783,,,,,86996.5,,,8993.25,3721.75,15865.75,346.25,12073.25,14113.5,,,,,,,,31882.75,,,21944505.39,,,,,,,,,,,,,,,,,,7231901.81,68523043.29,79310437.76,,,,721980.72,16951836.71,303.79,60464128.16,3975371.13,,61329.28,,1291075691,15687263.05,1387.02,578912.71,2247189.15,,,,33083035.7,,,,,
99.1,2015-12-31,anual,PROVINCIA,70,SAN JUAN,738959,6.6,20.5,5.9,9.1,27109,91157,44129,24368,10205,196968,,,,,2610.052521,19932.88772,19199.79285,2627.75316,,,,,87043,,,8596.5,3596.5,15415.5,341.75,12322.5,14312.75,,,,,,,,32457.5,,,17039445.02,,,,,,,,,,,,,,,,,,5592457.4,45110791.49,27812158.32,,,,333690.17,11482592.1,724.69,68203313.69,3843778.1,,14902.03,,1019524832,7470827.32,,201914.26,1949178.16,,,,32850763.56,,,,,
99.1,2016-12-31,anual,PROVINCIA,70,SAN JUAN,747488,,,,,,,,,,,,,,,3326.865238,26815.91277,26500.04459,3319.722021,,,,,84780.5,,,7978,3264.25,14688.75,348,12121.5,14309,,,,,,,,32071,,,33132375.49,,,,,,,,,,,,,,,,,,8607205.84,49685785.93,24580095.37,,,,505118.71,7717699.6,1235.28,42061989.26,3962163.43,,49108.65,,917166074.2,5057963.43,,330839.54,810518.96,,,,36783064.15,,,,,
99.1,2017-12-31,anual,PROVINCIA,70,SAN JUAN,755994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37278880.73,,,,,,,,,,,,,,62158.25,,,,7519399.38,44275038.32,32910348.9,,,,339964.84,8031148.57,,44296187.57,3377152.93,,559669.32,,1072264285,2988173.35,,638854.92,571273.17,,,,36700620.16,,,,,
99.1,2018-12-31,anual,PROVINCIA,70,SAN JUAN,764464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1993-12-31,anual,PROVINCIA,74,SAN LUIS,,,,,,,,,,,,,,,,,,,,2615886.407,2615886.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1994-12-31,anual,PROVINCIA,74,SAN LUIS,,,,,,,,,,,,,,,,,,,,2984174.443,3068067.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1995-12-31,anual,PROVINCIA,74,SAN LUIS,,,,,,,,,,,,,,,,,,,,2939709.547,3125567.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1996-12-31,anual,PROVINCIA,74,SAN LUIS,,6.5,23.7,3.8,20.6,,,,,,,,,,,,,,,3061801.791,3265169.238,,,35205.25,,,1755.5,209,18242,197.75,1512.25,4181.25,,,,,,,,9107.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1997-12-31,anual,PROVINCIA,74,SAN LUIS,,6.6,23.8,1.2,19.9,,,,,,,,,,,,,,,3182466.089,3440082.569,,,38986.5,,,1751,193.25,19661.5,207.25,2690,4217.75,,,,,,,,10265.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1998-12-31,anual,PROVINCIA,74,SAN LUIS,,6.5,22.7,2.5,20.6,,,,,,,,,,,,,,,3252117.805,3481038.058,,,47806,,,2625.5,219.25,21373.25,311.5,4760.25,5507.75,,,,,,,,13008.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,1999-12-31,anual,PROVINCIA,74,SAN LUIS,,6.5,22.2,6.3,18.9,,,,,,,,,,,,,,,3065203.759,3212890.574,,,47873.5,,,2594.75,382.25,19436.5,403.75,5586.5,5700.25,,,,,,,,13769.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2000-12-31,anual,PROVINCIA,74,SAN LUIS,,6.3,22.3,4.9,17.2,,,,,,,,,,,,,,,3036054.412,3206784.823,,,41309.5,,,2024.25,132.25,18657.75,259.25,3668.25,4570.75,,,,,,,,11997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2001-12-31,anual,PROVINCIA,74,SAN LUIS,,6,22.3,6,17.8,,,,,,,,,,,,,,,2916663.415,3061151.559,,,39955,,,2080.5,120,16972,251.25,3840,4840.25,,,,,,,,11851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2002-12-31,anual,PROVINCIA,74,SAN LUIS,,6.2,22,8.4,16.5,,,,,,,,,,,,,,,2822790.795,4161418.405,,,36801.5,,,2060.75,120.25,15127.75,250.5,3773,4555.25,,,,,,,,10914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2003-12-31,anual,PROVINCIA,74,SAN LUIS,,6.6,21.7,8.2,17.4,,,,,,,,,,,,,,,2830740.896,4640565.53,,,37882.75,,,2326.25,120.25,15769.5,263,2528.75,4581.25,,,,,,,,12293.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2004-12-31,anual,PROVINCIA,74,SAN LUIS,,6.3,21.9,4.6,15.2,,,,,,,,,,,,,,,2971566.476,5104215.611,,,41142.25,,,2523.25,136.25,16721.75,259.25,2214,5050,,,,,,,,14237.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2005-12-31,anual,PROVINCIA,74,SAN LUIS,,6.1,19.9,2.5,16,,,,,,,,,,,236.9686,1100.697057,1128.999701,-1.19934911,3247981.603,5609629.462,,,45442,,,2625,182.25,17617.75,220,3288.75,5581,,,,,,,,15927.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2006-12-31,anual,PROVINCIA,74,SAN LUIS,,6.1,20.2,7.1,12.8,,,,,,,,,,,266.291034,1315.972318,1424.758337,-7.294734971,3375261.245,6237697.055,,,48263,,,2712.5,237.25,18273,218,3755.25,6177.25,,,,,,,,16889.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2007-12-31,anual,PROVINCIA,74,SAN LUIS,,6.3,19.3,4.8,15.7,,,,,,,,,,,351.690293,1709.176551,1837.459903,-26.04350067,3616796.466,6874613.408,,,52366,,,2815,262,18696.5,219,4433.5,7356.25,,,,,,,,18583.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2008-12-31,anual,PROVINCIA,74,SAN LUIS,,6.1,19.3,2.4,13.1,15750,58441,23408,13515,2474,113588,,,,,432.786079,2150.379979,2209.797742,-20.30823237,,,,,54818.25,,,3047.75,289,19801.5,225,4401.25,8022.5,,,,,,,,19031.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2009-12-31,anual,PROVINCIA,74,SAN LUIS,,6.1,18.2,9.8,12.9,16133,58103,24873,13927,2689,115725,,,,,448.06703,2301.066533,2732.511955,-333.8412078,,,,,53515,,,2978,260,19463,240.25,4399,7843,,,,,,,,18331.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.1,2010-12-31,anual,PROVINCIA,74,SAN LUIS,443944,5.9,17.4,3.8,10.7,16217,58415,25597,13702,2960,116891,,,,,646.4047882,3065.042014,3696.870777,-356.2705291,,,,,55682,,,2945.25,252.75,19661.5,242.25,4822.25,7916.75,,,,,,,,19841.25,,,,,,,,,45928672.49,,25430011.39,,,,,,44967300.76,,,,20700,193218.8,6918,,,48715297.06,32287316.25,127810.39,9708662.55,,3485662.39,10668111.7,90372989.78,,88251.7,9054453.68,2002135.94,3149522.4,16232034.21,,,,113719.71,,,,,
99.1,2011-12-31,anual,PROVINCIA,74,SAN LUIS,450434,6.1,16.7,3.9,12.3,16047,58140,26054,14757,2935,117933,,,,,867.1841248,4050.49585,4396.492944,-64.850741,,,,,57211.5,,,2982.5,267.5,20324.75,259.5,4337.25,8403,,,,,,,,20637,,,,,,,,,113209742.5,,43116941.46,,,,,,70678999.77,,,,14107.5,295500,17667.82,,,42078055.15,36493764.93,289131.53,7704132.55,91719.35,4899386.87,12922079.54,118515014.3,,145413.12,13986541.03,741604.6,3182733.43,12598015.89,,,,51758.18,,,,,
99.1,2012-12-31,anual,PROVINCIA,74,SAN LUIS,456924,5.9,16,2.6,10.9,16360,57894,26750,15694,3209,119907,,,,,1115.087476,5180.47917,5310.496416,175.4292507,,,,,58104.75,,,2890.5,255,20314.5,257.75,5001.25,8669.25,,,,,,,,20716.5,,,,,,,,,111344786.8,,23617903.45,,,,,,69777237.92,,,,,,,,,21558323.14,19754048.35,984030.96,6553728.94,,5047737.67,,10674944.42,,140073.01,4658725.01,838239.54,2178660.99,4023905.25,,,,119455854.8,,,,,
99.1,2013-12-31,anual,PROVINCIA,74,SAN LUIS,463411,6.6,16.7,,8.6,16755,55918,27428,16680,4537,121318,,,,,1523.356513,6754.305381,6525.171096,598.0381672,,,,,58470,,,2872.25,247,20542,416,4578.25,8884.5,,,,,,,,20930,,,,,,,,,262040490.4,,56445085.16,,,,,,65311380.79,,,,,45063,,,,13191055.49,20714785.63,522783.17,159788.24,396932.28,4466194.6,,9052593.57,,85540.25,5473709.15,1173306.99,2275258.84,2516986.81,,,,77540363.71,,,,,
99.1,2014-12-31,anual,PROVINCIA,74,SAN LUIS,469889,6.4,16.9,2.5,11,16866,56061,27568,17940,5262,123697,,,,,2078.678939,9191.69258,9231.765517,538.6103317,,,,,59751.25,,,2865.25,268.5,19902.75,539.75,5864.75,9098,,,,,,,,21212.25,,,,,,,,,90597616.64,,60041904.77,,,,,16800.99,82934256.08,,,,,,,,,,17405325.51,14012,179310.54,481938.96,2750734.61,,9407975.95,,33744.26,4313241.07,699521.49,1988038.9,2456377.26,,,,67920382.91,,,,,
99.1,2015-12-31,anual,PROVINCIA,74,SAN LUIS,476351,6.7,17,3.7,9.4,17287,55891,27237,18343,5861,124619,,,,,2694.34006,12457.46498,12377.80383,817.8764844,,,,,63694,,,2892.25,319.5,19951,560.75,8970.75,9362.5,,,,,,,,21637.25,,,,353908.23,,,,,147159251.8,,67461610.36,,,,,,67927589,,,21513.8,,,,,,3585.6,11309410.48,45690,261841.32,431919.33,2930389.51,,7837789.19,,28248.21,1467171.12,73124.77,1951607.72,1311109.54,,,,59762617.32,,,,,
99.1,2016-12-31,anual,PROVINCIA,74,SAN LUIS,482796,,,,,,,,,,,,,,,3593.864768,17666.25696,17205.06754,1375.72083,,,,,59861.25,,,2850.25,318.25,19544.25,566,5562.75,9754.75,,,,,,,,21265,,,,806152.66,,,,,190934712.5,,67609871.41,,,,,,77066644.15,,,,,,,,,,9204633.28,14891.48,764282,279505.44,1578047.01,,7183543.36,,,844432.05,154459.39,1375265.46,474932.59,,,,35350856.12,,,,,
